"","director","name","score","year","foreign"
"5421","Prachya Pinkaew","Chocolate",4,2009,FALSE
"5422","Prachya Pinkaew","The Protector",6.5,2006,FALSE
"5423","Prachya Pinkaew","The Protector 2",5,2014,FALSE
"5424","Prashant Bhargava"," The Kite",6.6,2012,TRUE
"5425","Pratibha Parmar","Nina's Heavenly Delights",4.5,2007,FALSE
"5426","Prem Soni","Main Aur Mrs. Khanna",6,2009,FALSE
"5427","Preston Whitmore","Crossover",4,2006,FALSE
"5428","Preston Whitmore","This Christmas",5,2007,FALSE
"5429","Priyadarshan","Bhool Bhulaiya",6.5,2007,FALSE
"5430","Przemyslaw Reut","Paradox Lake",7,2002,FALSE
"5431","Punit Malhotra","Gori Tere Pyaar Mein",5.8,2013,FALSE
"5432","Pupi Avati","The Best Man",6,1998,FALSE
"5433","Quay Brothers","The Piano Tuner of Earthquakes",7,2005,FALSE
"5434","Quentin Dupieux","Reality",6.7,2015,FALSE
"5435","Quentin Dupieux","Rubber",7,2010,FALSE
"5436","Quentin Dupieux","Wrong",5,2013,FALSE
"5437","Quentin Lee","Ethan Mao",5,2005,FALSE
"5438","Quentin Tarantino","Django Unchained",5.2,2012,FALSE
"5439","Quentin Tarantino","Inglorious Basterds",7.4,2009,FALSE
"5440","Quentin Tarantino","Jackie Brown",7,1998,FALSE
"5441","Quentin Tarantino","The Hateful Eight",7,2015,FALSE
"5442","Quentin Tarantino: Kill Bill","Vol 2",5,2004,FALSE
"5443","Quentin Tarantino: Kill Bill","Vol. 1",5,2003,FALSE
"5444","Quinn Shephard","Blame",5,2017,FALSE
"5445","R. Alverson","New Jerusalem",5,2012,FALSE
"5446","R. J. Cutler","If I Stay",6.9,2014,FALSE
"5447","R. W. Goodwin","Alien Trespass",4,2009,FALSE
"5448","Ra'up McGee","Autumn",5,2006,FALSE
"5449","Rachel Perkins","Bran Nue Dae",4.5,2010,FALSE
"5450","Rachel Samuels","Dark Streets",6,2008,FALSE
"5451","Rachid Bouchareb"," Days of Glory",6.5,2006,TRUE
"5452","Rachid Bouchareb","Outside the Law",6.9,2010,FALSE
"5453","Rachid Bouchareb","Two Men in Town",5,2015,FALSE
"5454","Radu Jude","Aferim",7.3,2015,FALSE
"5455","Radu Jude","Scarred Hearts",7,2016,FALSE
"5456","Radu Mihaileanu"," Train Of Life",6,1998,TRUE
"5457","Radu Mihaileanu","Live and Become",6.5,2005,FALSE
"5458","Radu Mihaileanu","The Concert",6,2010,FALSE
"5459","Radu Muntean","Tuesday After Christmas",7,2010,FALSE
"5460","Rafal Zielinski: Downtown","A Street Tale",5,2007,FALSE
"5461","Rafi Pitts","The Hunter",7,2010,FALSE
"5462","Ragnar Bragason","Metalhead",6.9,2015,FALSE
"5463","raig Zisk","The English Teacher",5,2013,FALSE
"5464","Rainer Sarnet","November",6.9,2018,FALSE
"5465","Raj Amit Kumar","Unfreedom",7.1,2014,FALSE
"5466","Raj Kumar","Aamir",6,2008,FALSE
"5467","Raja Amari","Satin Rouge",6,2002,FALSE
"5468","Raja Gosnell","Beverly Hills Chihuahua",6,2008,FALSE
"5469","Raja Gosnell","Big Momma's House",6.4,2000,FALSE
"5470","Raja Gosnell","Never Been Kissed",5,1999,FALSE
"5471","Raja Gosnell","Scooby-Doo",4,2002,FALSE
"5472","Raja Gosnell","Show Dogs",4.9,2018,FALSE
"5473","Raja Gosnell","Yours, Mine & Ours",3.5,2005,FALSE
"5474","Rajat Mukherjee","Road",6.5,2002,FALSE
"5475","Rajko Grlic"," Border Post",6,2007,TRUE
"5476","Rajkumar Hirani","Idiots",6.9,2009,FALSE
"5477","Rajkumar Hirani","PK",6,2014,FALSE
"5478","Rajkumar Santoshi","The Legend of Bhagat Singh",4.5,2002,FALSE
"5479","Rajnesh Domalpalli","Vanaja",6.8,2007,FALSE
"5480","Rakesh Roshan","Krrish",6,2006,FALSE
"5481","Rakeysh Omprakash Mehra","Delhi-6",6.3,2009,FALSE
"5482","Rakhshan Bani-Etemad","Under The Skin of The City",7,2003,FALSE
"5483","Ralph Fiennes","Coriolanus",6,2011,FALSE
"5484","Ralph Fiennes","The Invisible Woman",6,2013,FALSE
"5485","Ralph Ziman","Kite",4,2014,FALSE
"5486","Ralph Ziman: Gangster's Paradise","Jerusalema",6.8,2010,FALSE
"5487","Rama Burshtein","Fill the Void",6.9,2013,FALSE
"5488","Rama Burshtein","The Wedding Plan",6.1,2017,FALSE
"5489","Ramaa Mosley","The Brass Teapot",5,2013,FALSE
"5490","Ramin Bahrani","99 Homes",7.4,2014,FALSE
"5491","Ramin Bahrani","At Any Price",6,2013,FALSE
"5492","Ramin Bahrani","Chop Shop",7,2007,FALSE
"5493","Ramin Bahrani","Goodbye Solo",7,2008,FALSE
"5494","Ramin Bahrani","Man Push Cart",7.1,2005,FALSE
"5495","Ramin Niami","Somewhere in the City",5.4,1998,FALSE
"5496","Ramin Serry","Maryam",6,2002,FALSE
"5497","Ramon Zurcher","The Strange Little Cat",7,2013,FALSE
"5498","Rand Ravich","The Astronaut's Wife",4.5,1999,FALSE
"5499","Randall Batinkoff","37 - A Final Promise",4.5,2014,FALSE
"5500","Randall Miller","Bottle Shock",5,2008,FALSE
"5501","Randall Miller","CBGB",4.5,2013,FALSE
"5502","Randall Miller","Marilyn Hotchkiss Ballroom Dancing and Charm School",5.5,2006,FALSE
"5503","Randall Miller","Nobel Son",6.8,2008,FALSE
"5504","Randall Wallace","Heaven Is for Real",6,2014,FALSE
"5505","Randall Wallace","Man With The Iron Mask",5.4,1998,FALSE
"5506","Randall Wallace","Secretariat",6,2010,FALSE
"5507","Randall Wallace","We Were Soldiers",6.7,2002,FALSE
"5508","Randolph Kret","Pariah",5.6,2000,FALSE
"5509","Randy Moore","Escape From Tomorrow",6.5,2013,FALSE
"5510","Raoul Peck","The Young Karl Marx",6.6,2018,FALSE
"5511","Raoul Ruiz"," That Day",7.5,2003,TRUE
"5512","Rashaad Ernesto Green","Gun Hill Road",5,2011,FALSE
"5513","Rasul Sadr-Ameli","I'm Taraneh, 15",6.5,2006,FALSE
"5514","Raul Inglis","OSS 117",5.5,2008,FALSE
"5515","Raul Ruiz"," Blind Revenge",5,2010,TRUE
"5516","Raul Ruiz"," Comedy of Innocence",7.2,2000,TRUE
"5517","Raul Ruiz"," Days in the Country",6.5,2004,TRUE
"5518","Raul Ruiz"," La Recta Provincia",6.8,2007,TRUE
"5519","Raul Ruiz"," Love Torn in a Dream",7,2000,TRUE
"5520","Raul Ruiz"," Mysteries of Lisbon",7.3,2010,TRUE
"5521","Raul Ruiz"," Nucingen House",5,2008,TRUE
"5522","Raul Ruiz"," The Lost Domain",6.7,2005,TRUE
"5523","Raul Ruiz","Night Across the Street",7,2012,FALSE
"5524","Raul Ruiz","Shattered Image",5.8,1998,FALSE
"5525","Raul Ruiz","Time Regained",6.2,1999,FALSE
"5526","Rawson Marshall Thurber","Central Intelligence",4,2016,FALSE
"5527","Rawson Marshall Thurber: Dodgeball","A True Underdog Story",5,2004,FALSE
"5528","Rawson Thurber","The Mysteries of Pittsburgh",4,2009,FALSE
"5529","Ray Lawrence","Jindabyne",7,2006,FALSE
"5530","Ray Lawrence","Lantana",7,2001,FALSE
"5531","Raya Martin","Independencia",7,2009,FALSE
"5532","Raya Martin and Mark Peranson","La Ultima Pelicula",6,2015,FALSE
"5533","Raymond de Felitta","The Thing About My Folks",5,2005,FALSE
"5534","Raymond De Felitta","City Island",6,2010,FALSE
"5535","Raymond De Felitta","Rob the Mob",5,2014,FALSE
"5536","Raymond DeFelitta","Two Family House",6.9,2000,FALSE
"5537","Rebecca Miller","Maggie's Plan",7,2015,FALSE
"5538","Rebecca Miller","Personal Velocity",7,2002,FALSE
"5539","Rebecca Miller","The Ballad of Jack and Rose",6,2005,FALSE
"5540","Rebecca Thomas","Electrick Children",6.4,2013,FALSE
"5541","Reema Kagti","Talaash",6.1,2012,FALSE
"5542","Reggie Rock Bythewood","Biker Boyz",5,2003,FALSE
"5543","Reginald Hudlin","Marshall",6.5,2017,FALSE
"5544","Reginald Hudlin","The Ladies Man",5,2000,FALSE
"5545","Regis Roinsard","Populaire",6,2013,FALSE
"5546","Regis Wargnier","East-West",6.8,2000,FALSE
"5547","Reha Erdem"," Times and Winds",7,2006,TRUE
"5548","Rene Feret","Mozart's Sister",6,2011,FALSE
"5549","Renny Harlin","5 Days of War",5,2011,FALSE
"5550","Renny Harlin","Deep Blue Sea",6.2,1999,FALSE
"5551","Renny Harlin","Driven",5,2001,FALSE
"5552","Renny Harlin","Mindhunters",5,2005,FALSE
"5553","Rensil D'Silva","Ungli",6,2014,FALSE
"5554","Reza Parsa","Before the Storm",6.8,2001,FALSE
"5555","Rian Johnson","Brick",7.1,2005,FALSE
"5556","Rian Johnson","Looper",6.5,2012,FALSE
"5557","Rian Johnson","The Brothers Bloom",6.9,2009,FALSE
"5558","Ric Roman Waugh","Felon",5,2008,FALSE
"5559","Ric Roman Waugh","Snitch",6,2013,FALSE
"5560","Ricardo de Montreuil","Lowriders",6.4,2017,FALSE
"5561","Rich Cowan","Basket",4,2000,FALSE
"5562","Rich Lee","Sincerely Yours",6.5,2009,FALSE
"5563","Rich Moore","Wreck-It Ralph",6,2012,FALSE
"5564","Rich Murray","Snipes",5,2002,FALSE
"5565","Richard Ayoade","Submarine",6.7,2011,FALSE
"5566","Richard Ayoade","The Double",6.5,2013,FALSE
"5567","Richard Blackburn","Lemora Lady Dracula",5,2001,FALSE
"5568","Richard Curis","Love Actually",5,2003,FALSE
"5569","Richard Curtis","About Time",5,2013,FALSE
"5570","Richard Curtis","Pirate Radio",6.5,2009,FALSE
"5571","Richard Day","Girls Will Be Girls",5,2003,FALSE
"5572","Richard Donner","16 Blocks",6,2006,FALSE
"5573","Richard Donner","Timeline",4,2003,FALSE
"5574","Richard Dutcher","Brigham City",6.9,2001,FALSE
"5575","Richard Dutcher","God's Army",6,2000,FALSE
"5576","Richard Eyre","Iris",6.5,2001,FALSE
"5577","Richard Eyre","Stage Beauty",5,2004,FALSE
"5578","Richard Eyre","The Other Man",5,2009,FALSE
"5579","Richard Foreman","Once Every Day",7.1,2012,FALSE
"5580","Richard Glatzer","The Fluffer",5,2001,FALSE
"5581","Richard Glatzer and Wash Westmoreland","Quinceanera",6,2006,FALSE
"5582","Richard Glatzer and Wash Westmoreland","The Last of Robin Hood",5,2014,FALSE
"5583","Richard Gray","The Lookalike",5,2014,FALSE
"5584","Richard Green","7 Year ZigZag",6,2003,FALSE
"5585","Richard Kelly","Donnie Darko",7,2001,FALSE
"5586","Richard Kelly","Southland Tales",7.4,2006,FALSE
"5587","Richard Kelly","The Box",6.6,2009,FALSE
"5588","Richard Kwietniowski","Love And Death On Long Island",6.8,1998,FALSE
"5589","Richard LaGravenese","Beautiful Creatures",7,2013,FALSE
"5590","Richard LaGravenese","Freedom Writers",6,2007,FALSE
"5591","Richard LaGravenese","Living Out Loud",5,1998,FALSE
"5592","Richard LaGravenese","The Last Five Years",6,2015,FALSE
"5593","Richard Lanni","Sgt Stubby - An American Hero",5,2018,FALSE
"5594","Richard Laxton","Effie Gray",6,2015,FALSE
"5595","Richard Ledes","A Hole in One",5,2005,FALSE
"5596","Richard Ledes","The Caller",4,2009,FALSE
"5597","Richard LeMay","Naked as We Came",6.2,2013,FALSE
"5598","Richard Levine","Every Day",6.1,2011,FALSE
"5599","Richard Lewis","Barney's Version",6,2010,FALSE
"5600","Richard Linklater","A Scanner Darkly",5.7,2006,FALSE
"5601","Richard Linklater","Bad News Bears",5,2005,FALSE
"5602","Richard Linklater","Before Midnight",6.8,2013,FALSE
"5603","Richard Linklater","Before Sunset",6.8,2004,FALSE
"5604","Richard Linklater","Bernie",6.9,2012,FALSE
"5605","Richard Linklater","Boyhood",7,2014,FALSE
"5606","Richard Linklater","Everybody Wants Some",5.8,2016,FALSE
"5607","Richard Linklater","Last Flag Flying",7,2017,FALSE
"5608","Richard Linklater","Me and Orson Welles",6.2,2009,FALSE
"5609","Richard Linklater","Newton Boys",6.2,1998,FALSE
"5610","Richard Linklater","School of Rock",6.5,2003,FALSE
"5611","Richard Linklater","Tape",6.8,2001,FALSE
"5612","Richard Linklater","Waking Life",7,2001,FALSE
"5613","Richard Loncraine","5 Flights Up",6,2015,FALSE
"5614","Richard Loncraine","Firewall",5,2006,FALSE
"5615","Richard Loncraine","My One And Only",6.5,2009,FALSE
"5616","Richard Loncraine","Wimbledon",5,2004,FALSE
"5617","Richard Ramsey","The Song",5,2014,FALSE
"5618","Richard Raymond","Desert Dancer",6.8,2015,FALSE
"5619","Richard Rich","The Trumpet of the Swan",5.8,2001,FALSE
"5620","Richard Schenkman","The Man from Earth",6.6,2007,FALSE
"5621","Richard Schenkman","Went to Coney Island",6,2000,FALSE
"5622","Richard Shepard","Dom Hemingway",6,2014,FALSE
"5623","Richard Shepard","Oxygen",6.9,1999,FALSE
"5624","Richard Shepard","The Hunting Party",4,2007,FALSE
"5625","Richard Shepard","The Matador",4.5,2006,FALSE
"5626","Richard Squires","Crazy Like a Fox",6,2006,FALSE
"5627","Richard Tanne","Southside With You",6.2,2016,FALSE
"5628","Richard Temtchine","How to Seduce Difficult Women",5,2009,FALSE
"5629","Richard Wenk","Just The Ticket",3.4,1999,FALSE
"5630","Richard Wong","Colma The Musical",6,2007,FALSE
"5631","Richie Keen","Fist Fight",5,2017,FALSE
"5632","Richie Mehta","Amal",6,2008,FALSE
"5633","Richie Mehta","Siddharth",7,2013,FALSE
"5634","Rick Alverson","Entertainment",6.5,2015,FALSE
"5635","Rick Alverson","The Comedy",4,2012,FALSE
"5636","Rick De Oliveira","Real Cancun",4,2003,FALSE
"5637","Rick Famuyiwa","Our Family Wedding",5,2010,FALSE
"5638","Rick Famuyiwa","The Wood",6.3,1999,FALSE
"5639","Rick Rosenthal","Just A Little Harmless Sex",4.5,1999,FALSE
"5640","Ricky Blitt","Hit by Lightning",4.5,2014,FALSE
"5641","Ricky Gervais and Matthew Robinson","The Invention of Lying",6,2009,FALSE
"5642","Ridley Scott","Alien - Covenant",6,2017,FALSE
"5643","Ridley Scott","All the Money in the World",7,2017,FALSE
"5644","Ridley Scott","American Gangster",6.8,2007,FALSE
"5645","Ridley Scott","Black Hawk Down",6,2001,FALSE
"5646","Ridley Scott","Body of Lies",6,2008,FALSE
"5647","Ridley Scott","Exodus - Gods and Kings",4,2014,FALSE
"5648","Ridley Scott","Gladiator",6.7,2000,FALSE
"5649","Ridley Scott","Hannibal",6,2001,FALSE
"5650","Ridley Scott","Kingdom of Heaven",5,2005,FALSE
"5651","Ridley Scott","Matchstick Men",6.5,2003,FALSE
"5652","Ridley Scott","Prometheus",6,2012,FALSE
"5653","Ridley Scott","Robin Hood",5,2010,FALSE
"5654","Ridley Scott","The Counselor",7,2013,FALSE
"5655","Riger Tucker","Waiting for Dublin",6,2009,FALSE
"5656","Riley Stearns","Faults",6.6,2015,FALSE
"5657","Rintaro","Metropolis",7,2002,FALSE
"5658","Rirkrit Tiravanija","Lung Neaw Visits His Neighbors",6,2012,FALSE
"5659","Risa Bramon Garcia","200 CIgarettes",5.5,1999,FALSE
"5660","Rita Merson","Always Woodstock",4,2014,FALSE
"5661","Ritesh Batra","Our Souls at Night",5,2017,FALSE
"5662","Ritesh Batra","The Lunchbox",7,2013,FALSE
"5663","Roar Uthaug","The Wave",6,2016,FALSE
"5664","Roar Uthaug","Tomb Raider",4,2018,FALSE
"5665","Rob Bowman","Elektra",4,2005,FALSE
"5666","Rob Bowman","Reign Of Fire",6,2002,FALSE
"5667","Rob Cohen","Alex Cross",4,2012,FALSE
"5668","Rob Cohen","The Boy Next Door",4,2015,FALSE
"5669","Rob Cohen","The Fast and the Furious",6,2001,FALSE
"5670","Rob Cohen","The Skulls",5.5,2000,FALSE
"5671","Rob Cohen","XXX",7,2002,FALSE
"5672","Rob Epstein and Jeffrey Friedman","Howl",6.8,2010,FALSE
"5673","Rob Epstein and Jeffrey Friedman","Lovelace",7,2013,FALSE
"5674","Rob Hardy","The Gospel",5,2005,FALSE
"5675","Rob Letterman","Gulliver's Travels",5,2010,FALSE
"5676","Rob Letterman","Monsters vs. Aliens",6,2009,FALSE
"5677","Rob Marshall","Chicago",6,2002,FALSE
"5678","Rob Marshall","Into the Woods",6,2014,FALSE
"5679","Rob Marshall","Memoirs of a Geisha",6,2005,FALSE
"5680","Rob Marshall","Nine",5,2009,FALSE
"5681","Rob Marshall","On Stranger Tides",4.5,2011,FALSE
"5682","Rob McKittrick","Waiting",4.5,2005,FALSE
"5683","Rob Meyer","A Birder's Guide to Everything",6,2014,FALSE
"5684","Rob Minkoff","Mr Peabody & Sherman",5,2014,FALSE
"5685","Rob Minkoff","Stuart Little",5.9,1999,FALSE
"5686","Rob Minkoff","The Forbidden Kingdom",6,2008,FALSE
"5687","Rob Moretti","Truth",4,2014,FALSE
"5688","Rob Morrow","Maze",4,2001,FALSE
"5689","Rob Pritts","Corky Romano",4,2001,FALSE
"5690","Rob Reiner","Alex and Emma",5,2003,FALSE
"5691","Rob Reiner","And So It Goes",5,2014,FALSE
"5692","Rob Reiner","Being Charlie",5,2016,FALSE
"5693","Rob Reiner","Bucket List",5.5,2007,FALSE
"5694","Rob Reiner","Flipped",6.5,2010,FALSE
"5695","Rob Reiner","LBJ",5.5,2017,FALSE
"5696","Rob Reiner","Rumor Has It",5,2005,FALSE
"5697","Rob Reiner","Story of Us",6,1999,FALSE
"5698","Rob Reiner","The Magic of Belle Isle",6.5,2012,FALSE
"5699","Rob Schmidt","Crime and Punishment in Suburbia",4,2000,FALSE
"5700","Rob Schmidt","The Alphabet Killer",5.5,2008,FALSE
"5701","Rob Sitch","The Castle",4.5,1999,FALSE
"5702","Rob Sitch","The Dish",6,2000,FALSE
"5703","Rob Thomas","Veronica Mars",5,2014,FALSE
"5704","Rob Zombie","Halloween",3,2007,FALSE
"5705","Rob Zombie","The Devil's Rejects",6,2005,FALSE
"5706","Rob Zombie","The Lords of Salem",5,2013,FALSE
"5707","Robbie Pickering","Natural Selection",5,2012,FALSE
"5708","Robert Altman","A Prairie Home Companion",6,2006,FALSE
"5709","Robert Altman","Cookie's Fortune",6.9,1999,FALSE
"5710","Robert Altman","Dr T & The Women",6.8,2000,FALSE
"5711","Robert Altman","Gingerbread Man",6,1998,FALSE
"5712","Robert Altman","Gosford Park",6.6,2001,FALSE
"5713","Robert Altman","The Company",5,2003,FALSE
"5714","Robert Ben Garant","Balls of Fury",5,2007,FALSE
"5715","Robert Benton","Feast of Love",5,2007,FALSE
"5716","Robert Benton","The Human Stain",5,2003,FALSE
"5717","Robert Benton","Twilight",5.2,1998,FALSE
"5718","Robert Berger, Patrick Daniels and Karlyn Michelson","Charlie Victor Romeo",5,2014,FALSE
"5719","Robert Bierman","A Merry War",5.7,1998,FALSE
"5720","Robert Budreau","Born to Be Blue",6,2016,FALSE
"5721","Robert Capelli","Mail Order Bride",4,2003,FALSE
"5722","Robert Cary","Anything but Love",5,2003,FALSE
"5723","Robert Cary","Ira & Abby",6.5,2007,FALSE
"5724","Robert Cary","Save Me",5,2008,FALSE
"5725","Robert Celestino","Yonkers Joe",5.5,2009,FALSE
"5726","Robert Connolly","The Bank",5.6,2002,FALSE
"5727","Robert Davi","The Dukes",4.5,2008,FALSE
"5728","Robert De Niro","The Good Shepherd",5,2006,FALSE
"5729","Robert Duvall","Apostle",6.3,1998,FALSE
"5730","Robert Duvall","Assassination Tango",5,2003,FALSE
"5731","Robert Duvall","Wild Horses",5,2015,FALSE
"5732","Robert Edwards","Land of the Blind",6,2006,FALSE
"5733","Robert Eggers","The Witch",6.8,2016,FALSE
"5734","Robert Evans","The Kid Stays In The Picture",6.3,2002,FALSE
"5735","Robert Glinski","Hi Tereska",7,2001,FALSE
"5736","Robert Greene","Actress",6.9,2014,FALSE
"5737","Robert Greenwald","Steal This Movie",5.7,2000,FALSE
"5738","Robert Guediguian"," La Ville Est Tranquille",7,2001,TRUE
"5739","Robert Guediguian","Marie-Jo and Her Two Loves",6.2,2002,FALSE
"5740","Robert Guediguian","The Army of Crime",6.1,2009,FALSE
"5741","Robert Guediguian","The Villa",6.9,2017,FALSE
"5742","Robert Iscove","Boys And Girls",4,2000,FALSE
"5743","Robert Iscove","She's All That",5.6,1999,FALSE
"5744","Robert Lee King","Psycho Beach Party",6.8,2000,FALSE
"5745","Robert Legato","Eloise",5.9,2017,FALSE
"5746","Robert Lepage","Far Side of the Moon",7.2,2003,FALSE
"5747","Robert Lorenz","Trouble With the Curve",6,2012,FALSE
"5748","Robert Luketic","21",4,2008,FALSE
"5749","Robert Luketic","Legally Blonde",4,2001,FALSE
"5750","Robert Luketic","Monster-in-Law",4.5,2005,FALSE
"5751","Robert Luketic","Paranoia",5,2013,FALSE
"5752","Robert Luketic","The Ugly Truth",5,2009,FALSE
"5753","Robert Luketic","Win a Date With Tad Hamilton",5,2004,FALSE
"5754","Robert Machoian & Rodrigo Ojeda-Beck","God Bless the Child",6.5,2015,FALSE
"5755","Robert Meyer Burnett","Free Enterprise",5.5,1999,FALSE
"5756","Robert Minkoff","The Haunted Mansion",4,2003,FALSE
"5757","Robert Pulcini and Shari Springer Berman","The Extra Man",6.2,2010,FALSE
"5758","Robert Redford","Company You Keep",6.5,2013,FALSE
"5759","Robert Redford","Lions for Lambs",5,2007,FALSE
"5760","Robert Redford","The Conspirator",5,2011,FALSE
"5761","Robert Redford","The Horse Whisperer",6,1998,FALSE
"5762","Robert Redford","The Legend of Bagger Vance",4.5,2000,FALSE
"5763","Robert Rodriguez","Faculty",5.6,1999,FALSE
"5764","Robert Rodriguez","Machete",6,2010,FALSE
"5765","Robert Rodriguez","Machete Kills",4,2013,FALSE
"5766","Robert Rodriguez","Shorts",5,2009,FALSE
"5767","Robert Rodriguez","Spy Kids",6.9,2001,FALSE
"5768","Robert Rodriguez","Spy Kids 2",6.6,2002,FALSE
"5769","Robert Rodriguez","The Adventures of Sharkboy and Lavagirl in 3-D",4,2005,FALSE
"5770","Robert Rodriguez and Frank Miller: Frank Miller's Sin City","A Dame to Kill For",5,2014,FALSE
"5771","Robert Rodriguez and Quentin Tarantino","Grindhouse",6,2007,FALSE
"5772","Robert Rodriguez: Spy Kids 3-D","Game Over",6,2003,FALSE
"5773","Robert Saitzyk","Godspeed",6.5,2010,FALSE
"5774","Robert Schwentke","Allegiant",4.5,2016,FALSE
"5775","Robert Schwentke","Flightplan",5,2005,FALSE
"5776","Robert Schwentke","Red",4.5,2010,FALSE
"5777","Robert Schwentke","Tattoo",6.7,2003,FALSE
"5778","Robert Schwentke","The Time Traveler's Wife",4,2009,FALSE
"5779","Robert Shaye","The Last Mimzy",5,2007,FALSE
"5780","Robert Siegel","Big Fan",6,2009,FALSE
"5781","Robert Siegel","Swimming",5,2002,FALSE
"5782","Robert Stromberg","Maleficent",6.4,2014,FALSE
"5783","Robert Towne","Ask the Dust",5,2006,FALSE
"5784","Robert Towne","Without Limits",6.4,1998,FALSE
"5785","Robert Weide","How to Lose Friends & Alienate People",4,2008,FALSE
"5786","Robert Young","Human Error",6,2005,FALSE
"5787","Robert Zemeckis","Allied",7,2016,FALSE
"5788","Robert Zemeckis","Beowulf",6,2007,FALSE
"5789","Robert Zemeckis","Cast Away",6.9,2000,FALSE
"5790","Robert Zemeckis","Castaway",5.2,2000,FALSE
"5791","Robert Zemeckis","Contact",5.8,1998,FALSE
"5792","Robert Zemeckis","Disney's A Christmas Carol",6.5,2009,FALSE
"5793","Robert Zemeckis","Flight",6,2012,FALSE
"5794","Robert Zemeckis","The Polar Express",4.5,2004,FALSE
"5795","Robert Zemeckis","The Walk",7,2015,FALSE
"5796","Robert Zemeckis","What Lies Beneath",6.3,2000,FALSE
"5797","Roberto Ando","The Confessions",6.4,2017,FALSE
"5798","Roberto Ando`","Viva la Liberta`",5,2014,FALSE
"5799","Roberto Benigni","La Tigre e la Neve",6.8,2005,FALSE
"5800","Roberto Benigni","Pinocchio",4,2002,FALSE
"5801","Roberto Buso-Garcia","The Condemned",6,2013,FALSE
"5802","Roberto Minervini","Stop the Pounding Heart",7,2013,FALSE
"5803","Roberto Minervini","The Other Side",6.6,2016,FALSE
"5804","Robin Campillo","BPM (Beats Per Minute)",7.1,2017,FALSE
"5805","Robin Campillo","Eastern Boys",6,2015,FALSE
"5806","Robin Pront","The Ardennes",6,2015,FALSE
"5807","Robin Swicord","The Jane Austen Book Club",6,2007,FALSE
"5808","Robin Swicord","Wakefield",5.7,2017,FALSE
"5809","Robinson Devor","Police Beat",6.8,2006,FALSE
"5810","Robinson Devor","The Woman Chaser",6,1999,FALSE
"5811","Robinson Devor","Zoo",6.6,2007,FALSE
"5812","Rod Hardy","December Boys",3.5,2007,FALSE
"5813","Rod Lurie","Deterrence",6,2000,FALSE
"5814","Rod Lurie","Nothing but the Truth",5,2008,FALSE
"5815","Rod Lurie","Resurrecting the Champ",5,2007,FALSE
"5816","Rod Lurie","Straw Dogs",5,2011,FALSE
"5817","Rod Lurie","The Contender",6.9,2000,FALSE
"5818","Rod Lurie","The Last Castle",6.5,2001,FALSE
"5819","Rod Pulido","The Flip Side",6.9,2001,FALSE
"5820","Rodney Evans","Brother to Brother",5,2004,FALSE
"5821","Rodney Evans","The Happy Sad",4.6,2013,FALSE
"5822","Rodrigo Cortes","Buried",6,2010,FALSE
"5823","Rodrigo Garc¡a","Last Days in the Desert",6.6,2016,FALSE
"5824","Rodrigo Garcia","Albert Nobbs",6,2011,FALSE
"5825","Rodrigo Garcia","Mother and Child",7,2009,FALSE
"5826","Rodrigo Garcia","Passengers",6.9,2008,FALSE
"5827","Rodrigo Garcia","Things You Can Tell Just By Looking At Her",5,2000,FALSE
"5828","Roger Allers","Kahlil Gibran's The Prophet",5,2015,FALSE
"5829","Roger Avary","The Rules of Attraction",6,2002,FALSE
"5830","Roger Christian","Battlefield Earth",4,2000,FALSE
"5831","Roger Donaldson","The Bank Job",6.5,2008,FALSE
"5832","Roger Donaldson","The Recruit",6,2003,FALSE
"5833","Roger Donaldson","Thirteen Days",6.8,2000,FALSE
"5834","Roger Gual","Tasting Menu",4.5,2014,FALSE
"5835","Roger Kumble","Cruel Intentions",5.5,1999,FALSE
"5836","Roger Kumble","Furry Vengeance",4,2010,FALSE
"5837","Roger Kumble","Just Friends",4,2005,FALSE
"5838","Roger Kumble","The Sweetest Thing",4,2002,FALSE
"5839","Roger Michell","Enduring Love",6,2004,FALSE
"5840","Roger Michell","Hyde Park on Hudson",5,2012,FALSE
"5841","Roger Michell","Le Week-End",5.5,2014,FALSE
"5842","Roger Michell","My Cousin Rachel",6,2017,FALSE
"5843","Roger Michell","Notting Hill",6,1999,FALSE
"5844","Roger Michell","The Mother",6,2004,FALSE
"5845","Roger Michell","Venus",5,2006,FALSE
"5846","Roger Mitchell","Changing Lanes",4,2002,FALSE
"5847","Roger Mitchell","Morning Glory",5.5,2010,FALSE
"5848","Roger Mitchell","Titanic Town",5.4,2000,FALSE
"5849","Roger Spottiswoode","Shake Hands With the Devil",5,2010,FALSE
"5850","Roger Spottiswoode","The 6th Day",6,2000,FALSE
"5851","Roger Spottiswoode","The Children of Huang Shi",5,2008,FALSE
"5852","Rohit Shetty","All the Best",5,2009,FALSE
"5853","Rohit Shetty","Chennai Express",5.8,2013,FALSE
"5854","Roland Emmerich","10,000 BC Human Civilization - The Prequel",6,2008,FALSE
"5855","Roland Emmerich","2012",6.8,2009,FALSE
"5856","Roland Emmerich","Anonymous",5.5,2011,FALSE
"5857","Roland Emmerich","Stonewall",6,2015,FALSE
"5858","Roland Emmerich","The Day After Tomorrow",4.5,2004,FALSE
"5859","Roland Emmerich","The Patriot",6.4,2000,FALSE
"5860","Roland Emmerich","White House Down",6,2013,FALSE
